productid;name;articleid;date created;text;tie-in;name
;The Best Mistake Ever! And Other Stories | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=43036;2009-07-28;Enjoy three stories in one book! Featuring Huckle Cat and Lowly Worm, two of author Richard Scarry’s best-known residents of Busytown, these stories show that making the best mistake ever is nothing to worry about. In fact, sometimes mistakes are the best things that can happen!;Tie-in Activity: Huckle Cat “helps” his mother with the grocery shopping. Have your child help you with the shopping by encouraging her to find specific-colored items: red things such as apples or tomatoes, or yellow things such as lemons or bananas. Or pick these things up and show your baby as you shop.;./43036-The Best Mistake Ever! And Other Stories  Book Club by Early Moments.xml
;Bartholomew and the Oobleck | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45904;2009-08-06;The soft black-and-white illustrations—brightened only by spots and splotches of green oobleck—earned Dr. Seuss a Caldecott Honor award for this book. Told in prose instead of Seuss’s traditional rhyme, this story tells of the time King Derwin wanted something else to fall from the sky. Despite warnings from his sensible young page Bartholomew, the king has his magicians conjure up something different—oobleck! But oobleck creates a gloppy, gloopy mess all over the kingdom. In wonderful Seussian style, readers see that it’s not magic words, but rather the simple words “I’m sorry” that have the power to solve problems– a wonderful message for everyone!;Tie-in Activity: Make Oobleck! Cover a work surface with newspaper. In a disposable plastic bowl, mix 1 cup of cornstarch with a few drops of green food coloring. Slowly add ½ cup water, mixing until the oobleck feels sticky and goopy. (It should pull apart and stick back together easily—add more water or cornstarch as needed.) A less-messy idea for younger children is to mix instant vanilla pudding with green food coloring in a sealable plastic bag. Squeeze the air out of the bag, seal, and let your child squish the oobleck through the bag.;./45904-Bartholomew and the Oobleck  Book Club by Early Moments.xml
;The Cat’s Quizzer | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45905;2009-08-06;Are you smarter than the Cat in the Hat? Find out as you and your child try to answer all sorts of questions, such as “What was George Washington’s favorite TV program?” and “What comes out of a tree?” and “What is it that comes out of a WHAT-IS-IT?” Dr. Seuss brings his sense of playfulness to this delightful book, The Cat's Quizzer, which challenges readers to think and think again, and best of all, imagine. The variety of questions and quizzes—some logical, some trivial, and some just plain silly—means that everyone will have a chance to get a few right. And just in case, kind Dr. Seuss has even provided the answers, which are often just as silly and fun as the questions.;Tie-in Activity: If you’re reading this book with a younger child, read the questions and then work out the solutions aloud, rephrasing questions so your child can help you complete the answer. For example, your child may not know who George Washington is, so you could say, “George Washington lived a long time ago. He didn’t have a TV. Do you think he could have a favorite TV show if he didn’t have a TV?” ;./45905-The Cat���s Quizzer  Book Club by Early Moments.xml
;Daisy-Head Mayzie | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45906;2009-08-06;The partially finished manuscript for this book was found after Dr. Seuss passed away, and this book was published three years after his death. Daisy-Head Mayzie is a story of a young girl named Mayzie McGrew who happens to have a daisy sprout out of her head. No one has ever heard of such a thing, and the entire town is in a tizzy. No one knows what to do, until a slick agent named Finagle promises to make Daisy-Head Mayzie a star! She becomes a celebrity, but soon realizes that fame without friends isn’t worth the price. But does anyone still love her? “The job of a daisy is Try and Find out. They love her… They love her not.” The sweet ending shows that while fame and fortune can be fleeting, true family and friends are not.;Tie-in Activity: Make a daisy headband. Wrap and measure a flexible strip of cardstock around your child’s head so that it fits snugly. Remove, cut off any excess cardstock, and staple or tape the ends together. Tape or staple a green pipe cleaner (chenille stem) to the back of the headband so that the stem will stick out above your child’s head. Have your child draw a flower on a sheet of paper and cut it out, helping as needed. Tape or staple the flower to the stem. ;./45906-Daisy-Head Mayzie  Book Club by Early Moments.xml
;Did I Ever Tell You How Lucky You Are? | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45907;2009-08-06;An attitude of gratitude can be a great contributor to a person’s happiness, and that’s the simple message of this wonderful rhyming story by Dr. Seuss. The narrator quickly appreciates that others are “muchly much-much more” unluckier than he is—and so will the reader. The detailed drawings invite the reader to spend time on each page to appreciate the circumstance of each unlucky character—whether it’s Mr. Bix, who has a Borfin to fix, or Professor de Breeze trying to teach Irish ducks Jivvanese. The nonsensical words, rhythms, and subtle lessons appeal to readers young and old alike in the classic Did I Ever Tell You How Lucky You Are? ;Tie-in Activity: Consider starting this dinnertime tradition: Have each family member name one thing for which they are grateful before sharing dinner together. You may need to help younger children “think” of things at first, but gradually they’ll learn the skill of appreciation.;./45907-Did I Ever Tell You How Lucky You Are  Book Club by Early Moments.xml
;Dr. Seuss’s Sleep Book | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45908;2009-08-06;Make bedtime a snap with Dr. Seuss’s Sleep Book. This Dr. Seuss classic takes a look at sleep time, starting with a single yawn that spreads across the land until the “who’s asleep score” is in the zillions and about to add one more. Filled with fantastical creatures and bouncy verse, Dr. Seuss’s Sleep Book is a must for every child’s nightstand.;Tie-in Activity: If your child has stuffed animals or toys in her room, allow her to put them to bed as part of a nighttime routine. Knowing others are “asleep” might help her nod off, too!;./45908-Dr. Seuss���s Sleep Book  Book Club by Early Moments.xml
;Horton Hatches the Egg | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45909;2009-08-06;With Dr. Seuss’s Horton Hatches the Egg, young readers experience an uplifting story about patience and perseverance. Lazy Mayzie bird begs Horton the elephant to watch her egg. But when she never returns, Horton hatches a plan of his own, with a result that’s sure to bring a smile to all. Horton Hatches the Egg is a timeless Dr. Seuss favorite!;Tie-in Activity: Horton hatches an elephant-bird. What other animal combinations can your child imagine? Copy or print out pictures of different animals and cut them apart for your child. Then encourage your child to arrange the animals’ features to create a new animal!;./45909-Horton Hatches the Egg  Book Club by Early Moments.xml
;Hunches in Bunches | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45910;2009-08-06;Hunches in Bunches is just the book for one of those “What-should-I-do? days” because readers will know that they’re not alone. After all, sometimes it can be awfully hard to decide what to do—especially if you have lots of hunches like the ones brought to life by Dr. Seuss in this classic story. Pointing the way with their fantastical hats, the Happy Hunch, the Sour Hunch, and the Better Hunch (to name a few!) give the narrator lots of ideas. With Seuss’s clever rhyme and amusing illustrations, readers find that it’s better not to follow hunches in bunches impulsively. Instead, the story’s hero talks through all the ideas he has until he arrives at exactly what he wants to do—a way that helps anyone make up their mind.;Tie-in Activity: Make a “Things-to-Do” jar for those days when your child doesn’t know quite what to do. Sit down with your child and let him think up activities and crafts he enjoys—coloring, building block towers, riding a bike, and so on. Write them down on a piece of paper, and let your child add pictures if he wishes. Then the next time your child says there’s nothing to do, pull out the jar and pick a slip!;./45910-Hunches in Bunches  Book Club by Early Moments.xml
;I Can Lick 30 Tigers Today! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45911;2009-08-06;I Can Lick 30 Tigers Today! is a trio of terrific stories served up classic Seuss style. In the title story, a boastful young cat wearing a familiar looking hat declares that he can lick 30 tigers today . . . but when he actually has to face 30 tigers, he finds a reason why he might fight only 29, or perhaps 22, and readers will see the perils of bragging. In the next story, King Looie of Katzen-stein decides to have his tail carried ‘round so it doesn’t drag on the ground. But the king’s tail-carrying cat wants his tail carried, too, and so on . . . until the last tail-carrying cat starts a revolution—with “demo-catic” results. And finally, a small cat tells of the time his sister "thunk up a Glunk." She couldn’t "un-thunk" the creature until she worked together with her brother to get rid of it. All together, these cat-tastic stories will make readers a little happier, and perhaps, a little wiser.;Tie-in Activity: Try this game the next time your child has a few friends over to play. In a large, open area, give each child a soft scarf to tuck through a belt loop or into pants. Have the children form a line, with each child holding up the scarf of the child in front of him or her. The head of the line won’t be holding a tail, and the child at the end won’t have anyone holding his tail. Have the first child try to lead the line around to try to catch the tail of the last child—making sure that each “cat” in the line doesn’t let go. Allow the children to take turns in different parts of the line.;./45911-I Can Lick 30 Tigers Today!  Book Club by Early Moments.xml
;If I Ran the Circus | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45912;2009-08-06;Ladies and Gentlemen! In the center ring, prepare to focus your attention on the imaginative exploits of young Morris McGurk, a boy who knows exactly what he would do in If I Ran the Circus. A childhood fantasy of Ted Geisel himself (the real Dr. Seuss), If I Ran the Circus contains everything from never-before-seen acts to astounding animals . . . young Morris thinks up the most stupendous circus ever! And he imagines that it will all take place in a vacant lot behind the store of an unsuspecting Mr. Sneelock—who not only won’t mind, but will also happily be a part of the show himself!;Tie-in Activity: Pretend to have a circus! Allow your child to juggle or toss balled-up socks, step through a Hula-Hoop, “tame” a stuffed animal (or pretend to be the lion!), or try another imaginative trick.;./45912-If I Ran the Circus  Book Club by Early Moments.xml
;If I Ran the Zoo | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45913;2009-08-06;This 1950 Caldecott Honor Book showcases some of the most fanciful creatures Dr. Seuss has ever illustrated, along with the magical machines used to bring them to the zoo. If I Ran the Zoo is a parade of make-believe creatures—what visitors would see if a young boy named Gerald McGrew ran the zoo. The charm, playfulness, and originality of the illustrations shows the depth of talent of the incomparable Dr. Seuss.;Tie-in Activity: What-iz-et? With an older child, take turns drawing on a piece of paper to create an animal—the more outlandish the better—then name your new creation. Or let your younger child set up a pretend zoo, using stuffed animals and creative habitats—such as an armchair or the couch.;./45913-If I Ran the Zoo  Book Club by Early Moments.xml
;I Had Trouble in Getting to Solla Sollew | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45914;2009-08-06;Take a trip through this intricately imagined, wacky world created by Dr. Seuss and see what happens when the narrator decides to head for Solla Sollew “where they never have troubles, at least very few.” Readers will see that there are troubles everywhere, most much worse than what the narrator left behind. In fact, there are troubles in wonderful Solla Sollew. (Who knew?) Through his wonderfully rhymed verse with its nonsensical words, the good doctor gives readers a simple message that’s sure to help with any troubles.;Tie-in Activity: To keep your youngest passengers out of trouble on a long car trip, consider a car scavenger hunt game. Before the trip, make a check-off list of items you are likely to spot from the car: a red car, bridge, and so on. Use shorter lists with pictures for younger players, and longer lists with words for readers. Give each player a list and let them check off items as you drive along.;./45914-I Had Trouble in Getting to Solla Sollew  Book Club by Early Moments.xml
;The King’s Stilts | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45915;2009-08-06;King Bitram of Binn worked hard. He had to, because he needed to look after the Dike Trees, which protected his kingdom from the sea. But after a hard day’s work, the page Eric would fetch the king’s stilts so that the king could race around on them for fun. But when nasty Lord Droon forces Eric to hide the stilts, King Bitram finds that without play he can’t do his work . . . and it leads to disaster. Luckily Eric rescues the stilts—and the kingdom. One of the earliest works of Dr. Seuss, this story of The Kings Stilt’s is written in prose. But the marvelously detailed, cartoonlike black-and-white drawings (with touches of red), the wonderful storytelling, and the quiet message about the balance of work and play, are all classic Seuss.;Tie-in Activity: Help children understand the balance of work and play by assigning chores. Even very young children can benefit from doing simple tasks, such as putting away toys or matching clean socks. If you like, make a chore chart. For every chore your child does, he gets a star. After a certain number of stars, he earns a reward of extra playtime—just like King Bitram. ;./45915-The King���s Stilts  Book Club by Early Moments.xml
;McElligot's Pool | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45916;2009-08-06;Although the beautifully shaded color pencil illustrations differ from the familiar pen-and-ink style of other Dr. Seuss classics, this book, with its simple message of hope, was a 1947 Caldecott Honor Book. In it we meet young Marco. As he sits fishing at McElligot’s pool, a farmer informs the boy that he’ll never catch anything there. But Marco has faith: The pool might connect to an underground river that leads to the sea, opening up an ocean of possibilities—it may and it might! Through Marco’s imagination we see an unbelievable collection of fish—and are given the chance to believe in the power of possibility.;Tie-in Activity: Make a paper-plate fish. Cut a small wedge shape from a paper plate to form the fish’s mouth for a younger child (or draw dashed lines to encourage scissor skills for an older child.). Tape the point of the cut-out wedge to the opposite side of the plate to make the tail. Then let your child decorate the fish with paint, crayons, or glue glitter.;./45916-McElligot's Pool  Book Club by Early Moments.xml
;My Book About Me | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45917;2009-08-06;This is a book you’re sure to keep, because it’s written by your child (with a little help from co-author Dr. Seuss and illustrator Roy McKie). My Book About Me asks questions and lets your child fill in the blanks, check off boxes, and draw pictures to tell the world about her likes, dislikes, and lots of other information—creating a written snapshot of who she is. If your child can read and write, she’s sure to love being the “author” of her own book. And even if your child isn’t pencil-ready, she’s sure to delight in telling you all the answers so that you can help her finish the book. Either way, when she’s finished, this first and only edition is one you’re sure to treasure, thanks to your child and Dr. Seuss.;Tie-in Activity: People learn about themselves bit by bit, just like putting a puzzle together. So consider creating a puzzle featuring your child. Print out a large 8" x 10" photo of your child, and glue it to a sturdy piece of cardboard. Then cut it into pieces—in two or three pieces for very young children, more for older children. Your child will have fun putting herself together. Or purchase extra copies of this book to give as birthday presents to your child. That way you’ll have a progression of your child’s self-portrait that you’ll be sure to treasure for years to come. Contact us at CustomerCare@EarlyMoments.com to purchase additional copies.;./45917-My Book About Me  Book Club by Early Moments.xml
;On Beyond Zebra! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45918;2009-08-06;On Beyond Zebra! is a story that’s a tribute to the power of imagination. For the narrator, the alphabet doesn’t end with Z. It continues far beyond with letters like Yuzz, Floob, Glikk, and Flunn! And, of course, readers meet all sorts of fantastical animals whose names happen to begin with these extra letters. The pen-and-ink illustrations, paired with the wonderful rhyming text of Dr. Seuss, help to open up a new world and perhaps a new way of thinking. For as the hero says of a young friend, “I took him beyond Zebra. As far as I could. And I think, perhaps, maybe I did him some good . . .”;Tie-in Activity: Anything to add to the alphabet? Let your child draw and name his own letters! Or if your little one hasn’t mastered letters A-Z yet, consider reading Dr. Seuss’s ABC first.;./45918-On Beyond Zebra!  Book Club by Early Moments.xml
;Scrambled Eggs Super! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45919;2009-08-06;Dr. Seuss serves up a recipe for a super story with this tall tale about an everyday dish, Scrambled Eggs Super! As the young boy/chef Peter T. Hooper explains to a girl named Liz, it was just last week that he made the best scrambled eggs supper ever. “If you want to get eggs you can’t buy at a store, you have to do things never thought of before.” He describes his amazing egg hunt—gathering the freshest eggs from the nests of unknown birds in never-heard-of places. This book has all the right ingredients—detailed pen-and-ink drawings, nonsense words, fantastic birds, and clever rhyme schemes—to satisfy the tastes of any fan of Dr. Seuss. So dig in and enjoy Scrambled Eggs Super!;Tie-in Activity: Consider having your child assist you in making your own super recipe with scrambled eggs. Set out a variety of adult-approved ingredients to add (probably not sardines or 55 cans of beans), and then let your child choose which ones to put in. Your child can help with the egg cracking, scrambling, pouring, and so on as appropriate. (Of course, adults are in charge of the stove.);./45919-Scrambled Eggs Super!  Book Club by Early Moments.xml
;The Sneetches and Other Stories | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45920;2009-08-06;In The Sneetches and Other Stories, Dr. Seuss delivers four irresistible tales that offer everyday lessons in his extraordinary style of prose. First in “The Sneetches,” the star-bellied Sneetches think they are better than all others until a trickster named McBean comes along. Next in “The Zax,” children learn the pitfalls of getting stuck in one’s tracks. The third story, “Too Many Daves,” reveals that individuality is a good thing. And finally in “What Was I Scared Of?,” the fear that one feels in the dark turns out to be nothing but a lark. With Dr. Seuss’s The Sneetches and Other Stories, you get four times the wisdom and four times the fun, all wrapped up in one!;Tie-in Activity: Have a Sneetch snack. Use a cookie cutter to cut your child’s favorite sandwich (or other similar food) into the shape of a star.;./45920-The Sneetches and Other Stories  Book Club by Early Moments.xml
;Thidwick the Big-Hearted Moose | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45921;2009-08-06;Dr. Seuss’s sweetly drawn and expressive Thidwick is a big moose with a big problem. After agreeing to let a tiny Bingle Bug ride along on his antlers as a guest, something unexpected happens: the bug invites a spider who invites a bird who invites his wife, her uncle, and a family of squirrels, and so on. Soon Thidwick is playing host to creatures that are more pest than guest. They won’t even let the poor moose leave to find food! Worse, a group of hunters begins to shoot at him! What’s a proper host to do? As told through Seuss’s lively verse, the funny answer—and fitting outcome for the guest-pests—will have readers cheering for Thidwick the Big-Hearted Moose.;Tie-in Activity: Role-play can help your child practice being both a kind host and gracious guest. Host a “party” with your child by inviting some stuffed animal “guests” to snack time. Take turns playing host and guest. For a young child, simply saying “please” and “thank you” at the right times is a great place to start. Let older children practice more formal party manners—including offering to help with the cleanup.;./45921-Thidwick the Big-Hearted Moose  Book Club by Early Moments.xml
;Yertle the Turtle and Other Stories | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=45922;2009-08-06;In the classic Yertle the Turtle and Other Stories, Dr. Seuss shares a trio of cautionary tales—all demonstrating that someone who sets themselves above others is in for an unpleasant surprise. The book begins with Yertle the Turtle, a king who seeks power by climbing on the backs of other turtles—and forgetting about the turtles on the bottom. (A message for all would-be dictators!) It’s followed by the story of vain Gertrude McFuzz, a bird who isn’t happy with her lone tail feather. Finally, a story about a boastful rabbit and bear that are put in their place by a wise worm completes the collection. The expressive illustrations capture the humor and lessons of the stories—Yertle the Turtle and Other Stories would be a wonderful addition to any bookshelf.;Tie-in Activity: Make a turtle! Let your child decorate the bottom of a paper bowl for the turtle’s shell. From green construction paper, you or your child can cut out a large green circle for a head and five triangles for a tail and feet, and glue them to the sides of the bowl.;./45922-Yertle the Turtle and Other Stories  Book Club by Early Moments.xml
;A Big Ball of String | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47352;2009-08-11;A young boy recycles old string to make himself A Big Ball of String. But what can he do with his big ball of string when he has to stay home in bed with a cold in his head? Why, a lot of things! First published in 1958, Marion Holland’s story and Roy McKie’s illustrations remind us that even though times have changed, a child’s creativity and ability to turn simple objects into imaginative playthings remains the same.;Tie-in Activity: After reading this book, consider looking through the recycling bin with your child, using your imagination to turn the materials into age-appropriate art projects. You can also search the type of materials online paired with the word "craft" to find art project ideas.;./47352-A Big Ball of String  Book Club by Early Moments.xml
;A Fish Out of Water | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47353;2009-08-11;What happens when a boy feeds a fish too much food? A Fish Out of Water is a growing—and BIG—problem in this timeless story about a little boy who wants to make his new pet fish happy. Told with easy-to-read words by Helen Palmer and entertaining illustrations by P.D. Eastman, A Fish Out of Water is sure to make a splash with readers.;Tie-in Activity: Give your baby some soft toys and containers of different sizes, and let him put the toys into the containers. What fits where? Or cut some fish shapes out of clean, dry sponges and let your child watch the fish change when they get wet.;./47353-A Fish Out of Water  Book Club by Early Moments.xml
;A Fly Went By | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47665;2009-08-12;A fly flees from a frog that’s being chased by a cat that is running from a dog . . . and that’s just the beginning! A Fly Went By is a 50-year-old classic story that builds and builds as a brave little boy tries to find out why everyone is chasing everyone else—and ends with him discovering that it’s all a big misunderstanding! As you read this story aloud, you may wish to soften some of the vocabulary according to today’s times and preferences, or use it as a springboard for discussion with an older child.;Tie-in Activity: Let your finger be a “fly” and move it in front of your baby’s face as you make buzzing sounds—then let it “land” on him with a tickle. Or have a role-play “chase” game using toy animals, and help your older child practice using words to face imagined fears.;./47665-A Fly Went By  Book Club by Early Moments.xml
;Are You My Mother? | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47666;2009-08-12;Are You My Mother? by frequent Seuss collaborator P.D. Eastman explores the loving bond between mother and child. In this heart-warming tale, a newly hatched bird sets out to find his mother who’s strayed away from the nest. You and your child are sure to laugh, and maybe even shed a tear, when the answer to baby’s oft-asked question “Are you my mother?” is finally a resounding “Yes!”;Tie-in Activity: Babies love to look at faces. Make copies of family photos and point out familiar faces, including yours! Or, if you have toy animals, play a matching game and let your child help each little animal find its mother.;./47666-Are You My Mother  Book Club by Early Moments.xml
;Arthur Tricks the Tooth Fairy | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47667;2009-08-12;Little sister D.W. isn’t going to get a visit from the tooth fairy anytime soon— unless she can trick the tooth fairy. Her brother, Arthur, wants to make her happy. He knows the tooth fairy can't be tricked, but the same isn't true of little sisters… Whether you have a mouth full of teeth or are missing a few, author Marc Brown's sweet story Arthur Tricks the Tooth Fairy is sure to put a smile on your face.;Tie-in Activity: What does the tooth fairy do with all those teeth? Cover a table with newspaper, and then gather washable glue, mini- marshmallows, and a sheet of colored paper. Then let your child use his imagination and the supplies to show what the tooth fairy might build.;./47667-Arthur Tricks the Tooth Fairy  Book Club by Early Moments.xml
;Arthur’s Reading Race | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47668;2009-08-12;Based on the popular Arthur series by Marc Brown comes this story about Arthur and his little sister, D.W. When Arthur offers to teach D.W. to read, she claims that she already knows how. So a skeptical Arthur challenges her to read ten words on their way through town. If she can, he’ll buy them both an ice cream. Readers will cheer for D.W. as she tackles the task of Arthur's reading race, and even teaches her big brother some words in the process!;Tie-in Activity: Challenge your child to a real-world reading race as you run your daily errands. (Ice cream is optional.) Or set up a baby-safe race by scattering a few toys around the room and asking your baby to crawl to (or pick up) a specific item. ;./47668-Arthur���s Reading Race  Book Club by Early Moments.xml
;Bears In The Night | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47669;2009-08-12;For Bears in the Night, Dr. Seuss collaborators Stan and Jan Berenstain recount the tale of seven little bears that slip out in the night to investigate a spooky sound. Beginning readers will love tagging along on the bears’ nighttime adventure, and they’ll also get plenty of practice with prepositions. With captivating illustrations and easy-to-follow text, Bears in the Night is perfect for reading any time of day.;Tie-in Activity: Play an “opposite game” with your baby. For example, place something in a cup, and let your baby dump it out. Put a hat on your head, then let baby take it off. Say the words one at a time, and remember to have fun. This is also a great story to show an older child who is afraid of the dark that nighttime noises really aren’t as scary as they sound.;./47669-Bears In The Night  Book Club by Early Moments.xml
;The Berenstain Bears On The Moon | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47670;2009-08-12;To the moon or bust! That’s the motto for Brother and Sister Bear as they blast off in their rocket ship. The Berenstain Bears On The Moon brings readers along for the ride to see what it would be like to travel through space as they float in the air and look at the Earth so far, far away. The out-of-this-world verse and illustrations by Stan and Jan Berenstain make this a wonderful bedtime story to encourage sweet—and big—dreams.;Tie-in Activity: Make space! Cover a large work area (outside, if possible!) and place a sheet of black poster board in the middle. Dip a small brush in white, yellow, or blue poster paint, and allow your child to flick the brush at the poster board so that the paint splatters. (He can also try running his finger along the brush.);./47670-The Berenstain Bears On The Moon  Book Club by Early Moments.xml
;C Is for Clown | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47671;2009-08-12;A circus of C words are featured in this comical classic created by Stan and Jan Berenstain, authors who have delighted children with their books for over 50 years. The repetition in the story lets beginning readers practice their word recognition skills, while listeners will be curious to see what starts with C. And everyone will want to see just how much Clarence Clown can carry in C Is for Clown.;Tie-in Activity: Be the ringmaster! Adding drama and excitement to your voice holds your baby’s attention and builds suspense. Or add a numerical twist by letting your child count what Clarence Clown is carrying.;./47671-C Is for Clown  Book Club by Early Moments.xml
;Can You Tell Me How To Get To Sesame Street? | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47672;2009-08-12;With Eleanor Hudson’s Can You Tell Me How to Get to Sesame Street?, your little ones will soar up, up, and away with little Elmo as he goes on a rhyme-filled, kite-flying journey. But the farther away he goes from home, the more he asks, “can you tell me how to get to Sesame Street?” This heart-warming adventure is sure to have your children wanting to drop by Sesame Street time and time again!;Tie-in Activity: Toss a balloon up, up in the air, and play a rhyming game. While your baby watches, tap the balloon and say a simple word, such as "cat." Then tap it again and say a rhyming word such as "hat." Or take turns tapping and rhyming with your child. Caution: As always, never leave babies or toddlers unattended near balloons.;./47672-Can You Tell Me How To Get To Sesame Street  Book Club by Early Moments.xml
;Come Down Now, Flying Cow! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47673;2009-08-12;In Come Down Now, Flying Cow! an adventurous cow wants to see the world outside her little field, so she borrows a hot-air balloon and takes off through the air! But a flying cow can cause quite a bit of mischief as she sails through the sky. It’s no wonder everyone wants her to come down now, flying cow! This rollicking, rhyming adventure by Timothy Roland will keep readers asking, “What next?”;Tie-in Activity: Cows don’t belong in the sky, but bubbles do! After you read the book, go outside and show your baby how bubbles float through the air, just like the cow. Older children will enjoy blowing and chasing the bubbles.;./47673-Come Down Now, Flying Cow!  Book Club by Early Moments.xml
;Come Over To My House | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47674;2009-08-12;Come Over to My House by Theo. LeSieg (Dr. Seuss) explores the differences and similarities of houses from all over the world in a way that only he can. Illustrating traditional cultures in his signature style, Come Over to My House shows young readers that it’s not the outside of the house, but the people who live inside, that matters most. Or as Dr. Seuss puts it, “they’re all, all alike when a friend asks you in.”;Tie-in Activity: Make a house in your house! Drape old sheets or blankets over some chairs or a table so that your child can safely crawl under and inside. Let your child invite you in!;./47674-Come Over To My House  Book Club by Early Moments.xml
;Frogs In Clogs | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47675;2009-08-12;Frogs in clogs happily play in a bog with pigs in wigs that share their figs. But when some greedy bugs on rugs show up, there’s trouble! Will the frogs be able to rescue the pigs? Frogs in Clogs is written with simple words that will help early readers practice their phonics skills. This entertaining story by Sheila White Samton will have readers rhyming away.;Tie-in Activity: Draw or paste pictures of 20 pairs of rhyming words onto individual index cards or old playing cards (e.g. one card shows a mouse, its match shows a house). Play the game as you would “Go Fish” but instead of asking for a matching number, ask for a matching rhyme. ;./47675-Frogs In Clogs  Book Club by Early Moments.xml
;Glasses For D.W. | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47676;2009-08-12;D.W. wants to wear glasses just like her big brother Arthur, because she thinks glasses are cool! When Arthur explains that he really needs them to see, D.W. tries to convince him that she can’t see, either. What’s the cure? Based on the popular Arthur series by Marc Brown, Glasses for D.W. readers will see that sometimes a soccer ball can be good for your eyesight!;Tie-in Activity: Help your baby try on a pair of inexpensive sunglasses and look at herself in a mirror. Or try looking through wax paper, cellophane, and other semi-transparent materials with your child to see how things look different.;./47676-Glasses For D.W.  Book Club by Early Moments.xml
;Go, Dog. Go! | Book Club by Early Moments;http://www.earlymoments.com/Templates/Default/Pages/Article.aspx?id=47677;2009-08-12;Go, Dog. Go! by P.D. Eastman illustrates the idea that children learn best through repetition. In Go, Dog. Go!, Eastman uses colors, directional words, and other beginning-reader essentials as building blocks to craft a fantasy world where dogs do people things. In the process, young readers are engaged in a simple but fun-filled way that will have them howling for more!;Tie-in Activity: Go, art. Go! Line the bottom of a shallow box or pan with white paper. Using a non-toxic, washable ink pad and a child’s plastic car, help your child “stamp” the tires in the ink and “drive” the car around inside the box to make a work of art.;./47677-Go, Dog. Go!  Book Club by Early Moments.xml
